product_id,segment,launch_year,launch_quarter,novelty_score,technical_complexity,disruption_potential,market_size,competition_intensity,timing_score,team_experience,diversity_index,domain_expertise,development_time,iterations,user_testing_hours,initial_funding,marketing_budget,price_point,innovation_intensity,resource_efficiency,market_readiness,team_strength,user_sentiment_score,success,success_level,success_probability
PROD_00010,tech_innovations,2022,Q3,7.636729366084676,10.954371242345294,5.938246038037126,8.291723704856619,4.945193414925555,4.456438501013483,8.581612386743613,6.140608237709285,9.45125836482396,27.3,22,518.7530860303893,4273105.788003644,1769190.03915371,1000.0,6.787487702060901,0.15652402153859502,7.47221668753384,8.057826329758953,8.46577000121961,1,growing,0.6499999999999999
PROD_00011,tech_innovations,2019,Q1,6.813801416677511,8.888408981537285,6.685567981779595,9.554099589807215,8.568356752519476,5.315716574789238,5.33311608541934,5.730552023546567,8.852131088436744,18.0,14,852.5874944606456,8225873.648887198,1201196.5910952135,1000.0,6.749684699228553,0.4569929804937332,5.927260852180517,6.63859973246755,7.077041289219453,0,struggling,0.574541297924096
PROD_00012,tech_innovations,2019,Q2,5.5614878553598315,9.658405525006332,9.129219527921807,6.792191255030943,7.456673679806279,6.514414981960214,7.043077266038506,7.807870983218589,9.724827594000232,18.0,17,697.6405221008224,5486861.277377502,1092086.9088623826,1000.0,7.345353691640819,0.30482562652097234,5.9338995337747225,8.191925281085775,4.748847410189239,1,growing,0.6499999999999999
PROD_00013,tech_innovations,2020,Q3,6.940545786940572,7.358404709779923,4.280706291035106,8.714609083873269,6.378202291915163,6.160397425081629,5.3923835074673985,5.997774128907899,9.872456169359454,18.0,14,245.82563862479202,19502007.39294289,4524438.785075324,1133.0511356704985,5.610626038987839,1.0834448551634939,8.417019859802204,7.087537935244917,7.491778759688775,0,failed,0.6499999999999999
PROD_00014,tech_innovations,2019,Q4,8.572029615992427,8.694859563634981,6.699902260405471,4.661735281818936,5.842271383364867,9.322603461216309,6.398355235929338,6.023229640234125,8.381320438924542,10.4,15,753.281371074575,5814509.4245405765,2283422.681078388,1000.0,7.635965938198949,0.559087444667363,7.438803612804582,6.934301771696002,9.765573696627769,1,growing,0.6499999999999999
PROD_00015,tech_innovations,2020,Q1,6.643912058189996,10.246406816566765,7.465004146380814,6.134816686877838,5.05758628828021,5.789762990507173,3.4090691711962315,4.54971073760984,9.8516811822309,25.0,11,406.8670457490907,5118397.866363272,3234901.4513419657,1000.0,7.054458102285405,0.20473591465453087,7.022941890193459,5.93682036367899,7.6375287149276705,1,growing,0.4952883414330626
PROD_00016,tech_innovations,2021,Q2,6.696313711252674,8.073075928540593,8.66489285421668,8.252189655648058,4.1539345262670135,8.561081523354927,5.892759380011605,9.666976462424378,8.824218215319165,18.0,13,478.30042228729735,6173894.969060705,1996879.666624882,1000.0,7.680603282734676,0.342994164947817,17.00741018941328,8.127984685918383,5.163846452439058,1,breakthrough,0.6499999999999999
PROD_00017,tech_innovations,2019,Q4,6.0666442526405815,7.573413630900369,9.21361996892405,10.905100494924742,7.543020867913706,7.162628268071448,5.866538456922797,7.815131974928488,8.66208441255809,13.0,4,255.88597914362913,5738638.168280694,3217984.7956466232,1269.4308938315387,7.640132110782316,0.44143370525236103,10.355159085316412,7.447918281469792,5.208867824146301,0,failed,0.6499999999999999
PROD_00018,tech_innovations,2022,Q1,7.018219763609838,10.940545080922675,6.558261431543202,9.898285975561997,6.641162803195368,7.707949422135712,6.512127167880624,5.580357975637433,10.0,31.200000000000003,4,410.6452976420185,12144448.954982083,989511.8188909913,1000.0,6.78824059757652,0.3892451588135283,11.488272449631541,7.364161714506019,7.200700986245625,0,failed,0.6499999999999999
PROD_00019,tech_innovations,2021,Q2,5.951280132862124,7.989419544505031,3.737968052465497,11.540863033133437,6.536361236204617,7.607626102752517,8.104914414655765,8.536821182149982,7.480035911716928,19.0,14,674.5083182860959,11901265.701187504,1417785.0070933504,1000.0,4.84462409266381,0.6263824053256581,13.432331489398889,8.04059050284089,9.040167049372258,1,growing,0.6499999999999999
PROD_00020,tech_innovations,2022,Q3,7.466361348397007,11.724512952407354,9.043787321763634,7.680122940073145,6.971475688145967,3.9949412707243823,6.966676355213698,6.067012041619792,8.387262272405707,16.900000000000002,14,806.5477826005156,4787143.337568343,1222448.5566718632,1000.0,8.255074335080321,0.2832629193827421,4.401025187494405,7.140316889746399,6.398169292171246,1,breakthrough,0.5423464011886091
PROD_00021,tech_innovations,2021,Q3,7.336138722715625,9.618133057125785,7.675816977387897,6.453980432289067,7.036765261388414,6.9959965824909,9.612058494031075,7.93890623912781,10.0,16.900000000000002,15,536.6684011476704,12005430.459572935,667544.5544620301,1000.0,7.505977850051761,0.7103805005664457,6.416588214973165,9.183654911052962,6.1009110318339665,1,growing,0.6499999999999999
PROD_00022,tech_innovations,2023,Q2,5.861301007669454,8.18047254377145,8.115160756398886,11.752341678431772,8.425635757279075,4.846192688675194,5.382853591572956,7.237878757259758,6.415720151575229,28.0,16,406.16486957905903,3779717.263831869,3542110.911051305,1000.0,6.98823088203417,0.13498990227970958,6.7596219392257755,6.345484166802648,8.228069361552231,1,growing,0.5789104929965017
PROD_00023,tech_innovations,2020,Q4,7.007865549577275,9.667652055021229,6.689882151337361,9.245699864694998,5.398569355926108,5.715241029957413,7.216532137081418,7.271658251088123,8.853937853706668,14.3,5,755.5353643797018,8566237.676740432,1238057.2246059766,1268.1307993462383,6.848873850457318,0.5990375997720582,9.788038225233057,7.7807094139587365,7.173511951439288,1,breakthrough,0.6499999999999999
PROD_00024,tech_innovations,2022,Q4,10.0,12.127690813118214,7.0518645327376674,9.94314190190871,7.968063924377722,8.737263115064698,5.263137770955812,7.529077189997659,9.270109384219506,9.1,7,92.15356444797987,6733804.488054372,2576824.412113927,1231.542009791331,8.525932266368834,0.7399785151708101,10.903005775544894,7.354108115057659,5.14818956083955,1,breakthrough,0.6499999999999999
PROD_00025,tech_innovations,2021,Q1,8.472321065095121,10.076208802172061,7.473507134457114,9.592810859392653,6.57792234017337,2.6706136076099845,6.98884154858703,7.104678990628366,9.347213221757626,11.700000000000001,11,484.93926904897535,4827854.946696406,2297044.513205979,1000.0,7.972914099776117,0.41263717493131674,3.8946478677411127,7.813577920324341,5.476753845544122,1,breakthrough,0.5918201977675887
PROD_00026,tech_innovations,2023,Q4,5.5214109304966845,8.604855818621413,6.5455362869296065,6.414254335475311,6.839454460068163,3.929515355161252,6.003431250375073,4.703183161116727,10.0,18.0,9,542.7959821468444,4780316.18859725,895399.940374116,1000.0,6.0334736087131455,0.2655731215887361,3.685222418003887,6.9022048038306,8.136261565070958,1,growing,0.4863152218582961
PROD_00027,tech_innovations,2021,Q2,6.587422454272534,5.237694602317298,4.772656088042606,10.733748534889049,9.467451570251924,5.501927920887243,8.037802533500379,6.966875231815304,10.0,24.0,11,308.89191187991486,3944509.028522066,1992755.756086286,1000.0,5.68003927115757,0.16435454285508608,6.237825493129735,8.334892588438562,3.4399433227241865,1,growing,0.6499999999999999
PROD_00028,tech_innovations,2023,Q4,6.03014067363621,6.702142395662726,10.536854943130617,9.763279513898901,6.988041038025074,8.959888277780053,7.139262953765713,5.208073698007604,9.827748892723589,21.0,7,461.9322643832784,5283853.807101852,901573.9582700519,1000.0,8.283497808383414,0.25161208605246915,12.518228383786862,7.39169518149897,9.436949952846234,1,growing,0.6499999999999999
PROD_00029,tech_innovations,2019,Q1,7.041536397424319,9.783406289093504,6.849438889031441,7.523013265231883,6.312835145752936,4.748014139491199,6.312561599736229,5.879823141773451,7.005699474777518,18.2,1,636.9284403110337,5844723.100288042,958434.1535500515,1000.0,6.94548764322788,0.32113863188395836,5.658214182724483,6.399361405429065,7.4103661047079425,1,growing,0.5171043130847014
PROD_00030,tech_innovations,2022,Q4,7.792474914445565,9.898805018629156,11.17797688142815,11.239224310874622,8.399518210582524,4.476530168544361,5.983797394114765,4.996929914556898,8.33570881974405,1.3,10,438.65672013563653,4076288.150425438,2682246.8554840744,1000.0,9.485225897936857,3.1356062695580293,5.9899538803640695,6.438812042805238,6.48193679826587,1,growing,0.5823746321898563
PROD_00031,tech_innovations,2023,Q3,6.777172892489426,7.511047834837681,6.416456377986508,9.52050218927072,8.659493657242663,7.543276298602672,5.697989651587779,10.0,5.87570817398973,11.0,12,517.8787838291299,9116816.291483745,3966379.494323993,1000.0,6.596814635237967,0.8288014810439769,8.29329997315202,7.191232608525836,7.170594190319471,0,failed,0.6499999999999999
PROD_00032,tech_innovations,2018,Q1,6.522282234024491,7.617131574720388,8.4782696753348,10.069841854161197,3.6878401724891843,6.7215568493468565,6.513634026380431,7.921425406492114,7.699852878710587,25.0,9,53.93401847482221,11421987.625049375,1180589.846830451,1000.0,7.500275954679646,0.456879505001975,18.35356504644599,7.378304103861043,5.032106837287862,0,failed,0.6499999999999999
PROD_00033,tech_innovations,2020,Q1,8.338616229722817,9.737693442080724,5.907331304547627,8.573882522448596,7.2477915701808655,7.137873348939284,5.425347915259537,5.899440690248671,8.611253739603328,32.5,15,516.4109742305595,6171519.074728625,2202728.7754541207,1000.0,7.122973767135222,0.18989289460703462,8.443853132547373,6.6453474483705115,5.7744978411086585,0,failed,0.6499999999999999
PROD_00034,tech_innovations,2022,Q3,9.264656968689435,10.178929651267566,6.874451879208681,9.658277369170538,8.930462445774392,5.11072488350872,6.230665703590944,5.671031339979492,9.156620382458435,29.900000000000002,17,701.7205899697672,3904055.1257281196,2071491.3884317477,1000.0,8.069554423949057,0.13057040554274646,5.527238794426031,7.019439142009624,6.230628437542877,0,failed,0.604021182752045
PROD_00035,tech_innovations,2023,Q3,5.663734986323384,5.2103364062571185,7.824955515249776,13.287143166797101,6.695730670494771,6.0938308699005175,10.0,7.385411928592682,8.260233244379526,20.0,13,272.0491143686588,4385593.469214942,4623725.294443667,1000.0,6.74434525078658,0.21927967346074712,12.092721046773043,8.548548390990737,6.180171796643457,0,failed,0.6499999999999999
PROD_00036,tech_innovations,2022,Q4,10.0,10.354491840635223,6.441443712633805,7.733198284216912,8.606494700807882,4.834398797174005,8.534043680254483,3.0188939390328042,7.724144514264336,27.3,17,336.3051565915217,2741024.9104889734,877772.7177697992,1000.0,8.220721856316903,0.10040384287505397,4.343854935507832,6.425694044517208,5.731733999886846,1,growing,0.5350499557878154
PROD_00037,tech_innovations,2018,Q2,8.206658665166298,9.37361199355519,9.444827764209629,4.310189519407812,5.474211744181915,7.033338617296246,5.561600972514523,6.253196512925456,8.00083894106861,23.400000000000002,9,529.8573126944955,3656185.644505339,1400935.5092773046,1000.0,8.825743214687964,0.15624724976518542,5.537787687320614,6.60521214216953,7.232554935393278,1,growing,0.5590415189545567
PROD_00038,tech_innovations,2021,Q3,10.0,8.005769585375969,9.999448084272519,2.6812972859012545,3.882435017621585,3.5187198446248584,4.880448942505114,6.805552697208275,8.347810717002162,20.8,11,605.5529521863322,6977756.6166134635,515164.24437064445,1000.0,9.99972404213626,0.3354690681064165,2.430107374989452,6.677937452238517,6.895615265630485,1,breakthrough,0.36048954361028374
PROD_00039,tech_innovations,2020,Q2,6.866168236609495,8.035980361432589,6.231953813772846,6.543369700104228,7.148118666456002,5.7393097080255835,7.900859534957138,4.9201119190325056,7.579182166545455,16.0,15,311.91724508641954,5492034.196540997,1134710.728587178,1342.711618368263,6.54906102519117,0.3432521372838123,5.253749552206011,6.800051206845033,4.18723914424873,1,growing,0.5821162878505852
PROD_00040,tech_innovations,2018,Q4,4.4953312418974,10.117624321115262,5.26529778429158,6.367389181890308,8.97364976242324,2.4937859061235694,8.361432824717287,4.380463481987334,9.496033683835504,4.0,4,391.01555300821826,7375524.279929504,984640.0605850716,1000.0,4.88031451309449,1.843881069982376,1.7695035822652616,7.412643330180042,8.422879573436491,1,growing,0.44318556865792624
PROD_00041,tech_innovations,2022,Q1,10.0,10.568050489555832,6.37886189441769,7.163713931981456,5.067328930364013,6.201634844508105,4.0667326252426115,7.327795482964251,10.0,28.6,10,605.3874825263581,9560607.68577216,2192949.228678961,1000.0,8.189430947208844,0.33428698202000556,8.767289147237763,7.131509369402288,7.765444584373485,0,failed,0.6328717962465581
PROD_00042,tech_innovations,2020,Q1,7.575420930725156,6.187601170342396,6.87357644466569,8.397116725792584,4.848452549261731,7.1620440197319715,4.256772564891346,5.30234142887442,9.609574303640162,15.600000000000001,14,149.28525641826258,17243390.027799606,1545750.9524944567,1000.0,7.224498687695423,1.1053455146025388,12.40406480581348,6.389562765801976,5.35807359309793,1,growing,0.6499999999999999
PROD_00043,tech_innovations,2015,Q3,7.911350296497038,7.4123808244999045,7.490394352494006,6.682462348437287,4.465664160882595,7.974244400257421,6.366088629520737,6.863780638418779,8.215814502473672,19.5,19,490.54706947419817,2681179.9711401826,818574.6523060686,1000.0,7.700872324495522,0.13749640877641964,11.932735208512707,7.148561256804396,6.958671196866992,0,failed,0.6499999999999999
PROD_00044,tech_innovations,2018,Q1,4.35569960669344,9.372962243139701,5.12517379955267,7.547509561982648,8.59685301704005,6.2392113377741385,8.470057331884426,7.4279929395648985,9.543522336085521,24.0,10,626.588326758693,2715068.4578751754,971462.6528535022,1000.0,4.740436703123055,0.11312785241146565,5.477644800689451,8.480524202511615,7.200771481368999,1,growing,0.6499999999999999
PROD_00045,tech_innovations,2023,Q2,7.6699595972756285,9.29288777860926,9.532324987563257,7.8391684525820144,6.30182472639392,7.773034825138108,4.470712139743972,7.251550015276018,6.749018150927434,32.5,10,526.9969441639378,5897131.646530173,381043.28622980864,1000.0,8.601142292419443,0.18145020450862068,9.669283426248546,6.157093435315808,8.56531886392983,0,struggling,0.6241203307295896
PROD_00046,tech_innovations,2022,Q3,4.975804642861715,8.702604153030295,8.784119262369803,8.09403442624749,8.834756425887186,4.633136419739754,6.082256360500045,2.7730826313712784,9.103793012177196,19.0,5,148.2802000011705,5290172.053296018,2676782.8274244484,1000.0,6.8799619526157585,0.2784301080682115,4.244685860607502,5.98637733468284,3.39042616667935,1,growing,0.4696484226694119
PROD_00047,tech_innovations,2023,Q4,4.09948254833866,6.551125002024351,5.572959456581099,9.365246472914292,6.751415420280077,4.348830313965078,10.0,5.504154629680001,9.400523497260362,27.0,5,514.7925928147137,6097565.29891029,1334190.1340666593,1000.0,4.8362210024598795,0.2258357518114922,6.032493221617615,8.301559375646788,6.065694255365075,1,growing,0.6499999999999999
PROD_00048,tech_innovations,2021,Q2,6.439901097435146,6.59171575158545,8.932631708725454,10.0970618770152,7.515427884302826,5.246894697955469,5.730620674606394,5.44456990561033,10.0,23.0,8,532.9395654874281,6487576.306491964,2410144.8585546096,1000.0,7.6862664030803,0.28206853506486795,7.049262030455091,7.058396860072242,8.625414480858206,1,growing,0.6499999999999999
PROD_00049,tech_innovations,2022,Q2,4.3771795225637105,6.491191639485386,9.091381505806524,6.0986324171893465,5.738636802928218,5.983443850899901,8.250569855523771,4.908759806248856,3.8230294054878993,12.0,16,568.6270102033748,8490839.138949338,567844.269615007,1000.0,6.734280514185118,0.7075699282457782,6.358796677446193,5.660786355753508,7.693822828971311,0,struggling,0.510247301512676
PROD_00050,tech_innovations,2021,Q2,8.399494963975853,10.207226290433653,8.230111667652682,9.430014027602281,7.753624948280541,7.714891863434811,8.815337484601447,8.797533201861373,7.2209704101155845,26.0,10,333.28820254414666,5692143.507844312,2305423.5762892845,1000.0,8.314803315814267,0.21892859645555046,9.382906573235594,8.2779470321928,6.7207416526291865,1,breakthrough,0.6499999999999999
PROD_00051,tech_innovations,2021,Q1,7.286648602029855,9.666868629344854,5.052258946236146,9.492507132054442,7.968226271711613,10.0,6.445999177084598,6.828725491495908,8.299260420452907,35.1,11,555.8043051540678,9564531.53247071,1976032.855530679,1000.0,6.169453774133,0.27249377585386636,11.912948764713487,7.191328363011138,7.291134989347461,1,breakthrough,0.6499999999999999
PROD_00052,tech_innovations,2019,Q3,7.199454511220314,8.59182602648759,9.651083932064717,4.95362619043245,6.161617229092617,6.754423750129042,9.817943252621813,6.401374608390518,7.333760567968162,37.7,6,60.23880867598359,5962224.75494003,778001.277965197,1000.0,8.425269221642516,0.15814919774376737,5.430212417600219,7.851026142993498,6.416712894598707,1,growing,0.6499999999999999
PROD_00053,tech_innovations,2023,Q2,5.079543401993659,9.046948793936174,8.67036212032559,7.801648272441234,9.7699554940715,3.859830467347695,4.25405469233547,5.462137895178134,7.945296780373402,19.0,11,570.4110793028593,3030786.457454616,2058303.916236065,1000.0,6.874952761159625,0.1595150767081377,3.082208482502511,5.887163122629002,8.675943747382192,0,failed,0.34940571066737525
PROD_00054,tech_innovations,2019,Q4,7.5140880195665565,10.257724635581448,8.525581104417967,8.89541712003463,7.964084139801316,8.658305060264862,7.3537381054626465,7.563505636382768,7.892317166855328,33.800000000000004,9,860.1880865821631,7380488.584512826,880204.6108942183,1000.0,8.019834561992262,0.21835765042937352,9.670821366470891,7.603186969566914,5.978422513787679,1,growing,0.6499999999999999
PROD_00055,tech_innovations,2021,Q2,6.048092447059965,9.194902684017627,7.001582088366519,7.949221907231026,6.740447681954623,4.623680619799455,10.0,5.756200732989073,9.228225826958791,11.0,13,595.7744327863671,4951879.104400334,751636.5674494017,1000.0,6.524837267713242,0.4501708276727576,5.452851948298348,8.328142186649288,6.395065747040319,0,failed,0.6499999999999999
PROD_00056,tech_innovations,2023,Q3,10.0,9.56745155119946,8.44479980159511,11.563250180850734,5.685521998038728,6.075320466335875,6.5154649629735,6.370792331774954,7.7851856394590175,16.900000000000002,12,287.4734445167797,11139040.675278084,2458229.974074033,1000.0,9.222399900797555,0.6591148328566913,12.356024742375107,6.8904809780691565,5.199030021527053,1,breakthrough,0.6499999999999999
PROD_00057,tech_innovations,2022,Q1,9.099033154879002,10.931472503394387,7.607334665856313,6.706126444588852,8.047334970420385,6.786970770843499,8.611347796049918,7.4527577025229546,9.259463258383203,18.2,17,539.5199209384799,11467790.29191205,708508.0137518094,1416.8429209806475,8.353183910367658,0.6300983676874754,5.655820757095632,8.441189585652024,7.296866175193972,1,growing,0.6499999999999999
PROD_00058,tech_innovations,2021,Q2,6.022872994578328,7.419336999134814,6.9233748452502235,8.848331892803833,7.784253232053249,4.852599992122842,6.956161733930231,9.713405537917795,10.0,20.0,12,524.0062653436522,9586062.394489624,1079383.8642784976,1000.0,6.473123919914276,0.47930311972448114,5.515932484893556,8.889855757282675,4.497123889183616,0,struggling,0.6499999999999999
PROD_00059,tech_innovations,2020,Q4,6.275220306550939,9.88878411594804,5.293621806595786,5.07125023958036,7.336677727839958,8.094196605224308,10.0,5.81167360569659,9.294417000117555,17.0,11,676.7319874973344,6490678.455171606,454664.23454964865,1212.6123863115922,5.784421056573363,0.38180461501009444,5.59486159759936,8.368696868604715,9.070137031221178,0,failed,0.6499999999999999
PROD_00060,tech_innovations,2021,Q2,7.7410452794241085,9.975370222786426,6.509450723078244,6.656753264123897,6.961668893512832,8.345458038518728,7.978480278269978,5.944078501870841,8.926038452778014,1.3,16,152.05724424438006,4325213.640766349,571303.351220579,1000.0,7.125248001251176,3.3270874159741144,7.97993353149641,7.616199077639611,7.321653574757039,0,failed,0.6499999999999999
PROD_00061,tech_innovations,2017,Q4,6.929619131681224,8.572448992667745,7.638279403908459,5.434015551622861,8.49440022917071,5.012486833677375,4.1981525824124475,5.857827258551131,9.800911748761173,23.0,10,430.1484591363143,4396390.625718122,2824620.422292231,1000.0,7.283949267794842,0.19114741850948355,3.206574999017543,6.618963863241585,6.774074964943925,0,struggling,0.4228668045794961
PROD_00062,tech_innovations,2016,Q1,6.611436781268945,7.764380181098026,7.371117733054685,7.925555526980316,8.091444315455469,6.103891771614599,8.318752138988042,6.378925129837127,8.094362228379309,6.0,15,569.2976951795986,7453188.715914733,235009.88800718734,1750.458305154855,6.991277257161816,1.242198119319122,5.978751293413137,7.597346499068159,6.790615557767239,1,growing,0.6499999999999999
PROD_00063,tech_innovations,2015,Q2,8.662274225106275,8.102535464939235,8.602993029112625,5.893168873652687,6.064346558956292,9.828062707733572,6.656771678625976,6.826149309769584,9.044081276826505,26.0,12,572.992200493245,13076335.503963642,971601.6355319237,1000.0,8.632633627109449,0.5029359809216786,9.550646994602221,7.509000755074022,8.575981594011418,1,breakthrough,0.6499999999999999
PROD_00064,tech_innovations,2020,Q4,8.658288899436975,11.309323640006946,8.649714399652533,5.713990174539033,9.450147298451643,3.707309213962624,7.54474383743026,5.368586224970963,7.923033984088409,24.7,13,584.384150847057,9534553.591334656,1254537.7157704479,1000.0,8.654001649544753,0.38601431543865006,2.241608279061562,6.945454682163212,8.446130752432536,1,growing,0.4146347174845512
PROD_00065,tech_innovations,2015,Q2,7.896100104774787,10.609688748927693,6.964385693952014,10.75141362662324,6.77491661945121,6.2511529069430845,6.688470716289035,6.523368571372202,6.684469895725758,11.700000000000001,18,330.60773033633444,5044739.820692968,613295.5072569237,1000.0,7.4302428993634,0.43117434364897156,9.920229918823338,6.632103061128998,3.6184383718665027,1,growing,0.6499999999999999
PROD_00066,tech_innovations,2022,Q4,9.463022740204554,11.054136608653392,6.261329378680097,12.504871610688618,8.47264823048739,5.350337232982755,2.501069713227568,9.936413858886112,6.332513039883684,10.4,16,987.9504812678546,13047703.58709389,2386293.2604093063,1000.0,7.862176059442326,1.2545868833744125,7.896619610807046,6.256665537332455,8.280123338170462,0,failed,0.5619565022633839
PROD_00067,tech_innovations,2022,Q1,8.138392884680147,10.004915650515901,7.687561987113377,7.874813744200956,5.869053116699986,5.438649846266452,3.952677734448306,6.352490559807875,6.813690671418899,14.3,12,778.4004572689198,7219347.355436055,456005.54848496575,1000.0,7.912977435896762,0.5048494654151087,7.297319296260984,5.706286321891693,8.411156781982324,1,growing,0.48036348302200826
PROD_00068,tech_innovations,2021,Q3,7.825078148536828,8.205583984996364,7.689675911062728,5.331949010163591,6.097948534073179,6.639563868285074,4.132611279642996,7.160712106940599,7.976434641287983,27.3,12,772.8280859947688,5256827.529364602,806781.2036664274,1000.0,7.757377029799778,0.1925577849584103,5.8055288262286435,6.423252675957191,7.814947043554582,0,struggling,0.517789425600869
PROD_00069,tech_innovations,2020,Q3,5.947012468289866,7.204518898938862,4.9753105107605515,11.499153486373878,5.1342051469130725,4.614189604408185,5.706866921975445,7.842386565416662,7.646060386049567,25.0,9,555.7988324447604,5369657.892051297,5261211.002108387,1000.0,5.4611614895252085,0.21478631568205186,10.334467158606282,7.065104624480559,7.464731065340541,0,struggling,0.6499999999999999
PROD_00070,tech_innovations,2015,Q1,6.722068511683437,7.844215160319888,7.578860649562397,7.705995996743023,8.445818675192365,10.0,5.9965147869859,4.445295530631383,7.894061541978494,33.0,8,827.8233610888135,9781748.370555025,758210.5807896323,1000.0,7.150464580622917,0.2964166172895462,9.124036748950816,6.111957286531926,9.442594934692806,1,growing,0.6499999999999999
PROD_00071,tech_innovations,2023,Q2,6.127478629077034,6.78229192316856,6.331300418881187,5.552119466475487,7.051125202388839,4.460053537882716,7.4208146412233456,4.166156530694559,8.397056278657349,23.0,4,574.8113139695145,8170299.031978147,546172.4506928341,1363.9654804904071,6.22938952397911,0.355230392694702,3.511886310118584,6.661342483525085,7.6285285140490675,1,growing,0.48061116146316907
PROD_00072,tech_innovations,2022,Q3,7.837490368782584,9.709447763633873,8.469760786403464,6.158652813841267,7.254041236054117,3.1725710061900396,6.799793089572339,5.1441385378028155,7.117364068892281,32.5,16,621.8276241814353,3230099.0634566266,853675.4224319366,1035.320912896058,8.153625577593024,0.09938766349097312,2.6935004528609143,6.353765232089145,7.212575370459857,0,struggling,0.3867027264093759
